1591	8	619
744	34	67
274	34	1031
1942	34	473
965	34	760
1015	34	2604
2059	34	1220
872	34	1326
665	21	280
583	39	585
960	37	3086
1359	34	3174
2670	0	2433
902	34	2313
1616	34	1099
2916	34	1181
1655	18	2946
768	35	2941
2782	12	2780
595	34	1744
1708	0	1815
2652	34	2284
1236	21	591
1062	21	2579
1311	34	72
1249	37	1622
2675	34	2414
2990	34	1622
3043	34	2772
494	4	592
1101	34	2335
388	34	2934
2884	8	2884
2405	34	241
708	34	3131
3057	34	2598
2390	8	2391
2504	34	2848
564	12	1902
3	34	842
2243	34	3086
2612	8	2612
860	14	1866
454	34	3172
2072	12	1691
1942	34	2646
3049	34	3047
127	34	25
480	8	480
120	0	2846
1716	12	1715
1549	34	1548
1534	34	913
1291	34	829
1616	34	2522
42	34	613
339	34	1254
67	34	1231
1396	13	438
890	34	2700
592	34	2021
2441	34	68
2004	12	1552
2422	34	3178
2805	21	1645
2555	34	1704
2317	17	1111
1658	38	1619
2986	34	2099
2669	34	2067
2706	12	1558
943	8	612
1716	24	1715
511	8	510
2658	37	2657
457	1	1195
1115	34	925
3123	34	2133
66	21	1208
462	21	2415
1049	21	2133
3013	0	653
2222	34	260
1868	34	1870
1223	34	890
1592	34	913
1197	1	350
168	34	773
2588	34	871
2813	3	1132
975	0	790
18	34	498
831	34	2995
1127	34	1967
254	34	2708
282	34	1967
2474	34	1127
2018	21	2025
1087	38	1028
799	8	2046
1832	21	349
590	34	2405
772	8	773
1637	34	2244
1650	18	1677
2073	21	1104
2138	34	2138
789	34	488
1042	34	2301
1180	18	1167
2610	34	1572
1650	34	2218
2139	8	2108
552	34	550
417	34	2755
2238	1	656
1650	34	1104
2924	34	1315
1076	8	1634
2392	34	424
664	14	579
952	34	2288
3051	12	892
379	34	870
1093	34	1091
915	34	913
1363	34	940
325	34	2942
1007	12	1691
1309	34	2670
476	8	1887
2750	34	2115
508	34	603
2303	12	1558
1779	10	1770
53	34	606
556	0	830
1062	34	2711
2832	34	2832
784	21	1814
1616	34	2051
1307	34	1308
660	34	2320
3047	34	2995
806	12	1691
2695	34	829
299	20	1551
1580	21	2193
260	21	654
571	18	1256
2476	34	2117
2678	3	591
241	37	1763
804	4	35
1045	39	890
2449	34	3158
556	0	830
387	34	837
599	21	2200
379	34	3154
2678	1	242
1896	32	196
1120	34	2261
1089	34	1285
978	34	1842
1181	34	2889
1832	21	1738
774	14	2152
393	12	394
13	35	2912
244	34	2272
1782	34	1501
1419	34	2880
2766	34	223
1667	32	132
737	12	1691
1213	12	1563
2087	21	2025
3018	34	790
892	34	2359
253	34	2700
242	34	830
703	32	1010
762	34	1374
3183	34	3090
2925	34	212
189	8	1516
967	34	966
1045	34	890
666	8	665
494	19	591
1209	12	1211
1304	34	3072
2159	34	2158
2521	34	500
2827	37	1024
3191	34	1475
654	38	1597
2395	23	1343
1193	34	1192
241	12	241
872	34	1655
2284	34	2284
2370	34	781
1575	37	621
1492	8	1491
2511	34	1195
2444	34	612
553	4	1062
1805	1	2401
2057	34	2925
1058	21	1650
1249	34	3172
2700	34	536
1067	18	835
1704	8	1704
2266	34	2264
882	34	2284
482	34	919
1302	34	290
565	34	1264
3172	34	35
1131	34	603
1439	34	1018
332	34	332
2063	34	2610
244	34	2295
3102	34	1647
557	38	2755
941	34	2093
1606	33	1619
2646	34	2750
1697	8	1696
489	34	490
2047	34	1469
2228	34	2228
1215	8	1426
1695	34	1695
2734	0	2320
3160	1	326
438	34	1616
2097	34	2970
1970	34	2916
2590	37	1562
2154	18	1989
930	37	929
536	34	830
2097	34	2096
2290	34	2823
1650	34	3176
2484	34	793
2685	34	368
1406	12	1405
910	34	3116
1704	34	592
619	21	1490
2731	34	1842
1625	12	1624
1025	35	664
1620	8	331
2360	21	1500
2585	3	2831
970	34	2038
1355	21	1945
489	8	490
1804	12	1799
1581	32	1580
1216	34	1475
290	1	2944
2631	17	3154
673	34	523
566	34	596
1935	34	1540
1541	34	2841
241	34	1957
2924	34	660
2646	34	1181
520	34	1957
2284	33	2553
853	34	463
956	34	2280
1107	34	1613
2339	12	2338
2156	34	2157
2846	34	2281
2468	34	1107
138	12	1691
2700	34	536
978	34	890
1575	21	2563
245	21	1650
904	34	2444
373	34	2755
1656	34	2098
1594	10	1593
1763	34	241
100	8	100
2978	8	2977
894	12	893
1149	34	72
188	18	1182
1197	34	437
1195	1	1282
2289	34	1660
972	34	538
2908	21	2746
2141	34	164
2292	17	1237
2894	34	1515
2366	34	2439
1394	34	1913
610	34	609
411	34	2756
2521	34	1757
2392	8	2392
2953	34	2320
621	21	3031
35	34	1181
780	34	481
359	34	1967
2242	34	30
1146	0	1496
2299	21	1763
1168	8	1167
832	34	2590
2084	37	925
3131	21	925
1159	34	687
2709	21	1736
3083	34	2166
2154	34	1983
2560	34	1119
277	34	1184
2063	34	3087
918	34	1197
2946	34	2949
1049	8	1049
2707	34	2540
393	8	394
223	1	2915
1215	21	323
2285	21	35
1274	34	872
2483	37	1259
2458	37	2727
3163	34	3163
1031	34	274
931	11	1622
644	0	2090
349	21	2284
2378	34	481
473	34	2218
1960	21	1960
3185	34	1174
2186	37	2713
277	34	1322
2760	34	1808
3160	34	2920
294	8	293
1372	34	2129
1192	18	2778
519	34	358
1171	34	1181
2011	8	2011
1682	35	61
2051	34	2756
1030	34	2312
829	0	1885
887	8	886
1992	34	1989
980	34	2299
561	34	974
3183	21	1867
2830	34	838
256	1	255
1430	34	1781
2476	21	1345
1312	34	1867
1776	34	2405
644	37	1461
592	34	922
1894	34	1885
3172	34	3172
382	34	1081
2837	34	1248
2783	0	624
2691	34	2776
3045	34	242
641	34	2546
1868	34	1869
872	12	1498
2314	21	112
2285	34	2036
2517	24	2516
1801	34	2133
2756	34	411
879	34	1327
315	8	99
780	34	2136
2390	21	2133
2781	12	104
899	34	1698
1522	39	2725
502	34	498
2014	34	2011
1066	12	3
31	37	2282
1829	34	3148
981	34	1433
2296	34	2285
690	21	2563
2483	14	1653
892	34	214
2946	21	223
375	34	1103
2585	34	132
1963	34	2038
2449	34	848
2631	12	2634
2610	34	892
832	34	602
2335	34	760
3192	0	67
694	12	693
160	0	2119
3119	34	3085
191	12	81
359	34	2313
2731	34	481
427	21	1765
2330	2	1891
515	34	2545
353	34	401
2971	13	1622
2467	34	2063
331	34	2586
1650	34	2281
2116	1	2899
556	21	599
77	34	2330
744	8	742
3082	34	3081
2521	21	188
2083	8	2083
2225	34	2227
1213	12	1211
3081	34	30
1856	34	2133
3031	34	614
2849	8	2848
81	34	86
1239	18	2586
2368	15	2011
2701	34	245
644	21	223
1107	8	1107
2948	34	1883
2906	21	2850
52	0	1465
1649	34	1649
2854	18	2720
1242	34	2141
2715	34	3131
2260	34	1136
1256	8	1256
1132	34	1650
962	12	961
2837	34	1043
2218	34	1967
2133	9	1242
2373	34	2362
2117	8	2117
2396	8	724
839	34	2284
1141	34	17
2678	1	2729
3016	34	998
218	12	217
2773	34	1181
720	37	773
305	8	304
2941	34	974
1302	34	2935
644	14	579
690	34	795
1580	34	1217
1645	21	274
352	34	1197
2574	37	773
1831	8	1832
1339	34	1338
2285	37	2284
784	34	1814
1784	12	1783
975	18	1582
1100	8	1100
870	34	2418
989	34	986
1888	34	719
2062	34	2061
2017	21	2180
298	8	30
2778	34	135
163	34	1519
1414	34	1634
1387	34	1912
674	34	384
1516	34	1812
2580	18	1256
1492	34	2460
2329	34	2328
163	34	1578
1304	34	2284
1645	34	1645
837	21	810
1617	34	1650
206	34	2776
2260	21	38
94	14	500
2518	8	2518
1292	34	1292
524	34	523
804	14	1757
1256	34	2283
2714	8	2713
859	34	2337
379	0	3011
318	12	316
1062	34	1062
155	34	154
2750	34	3131
2098	37	2029
1200	21	1769
1754	34	1758
459	21	641
2860	34	1256
11	21	2051
1218	34	1221
2187	37	2612
2367	25	1619
2542	12	2541
3135	34	2293
2665	34	2319
256	23	3168
67	0	3186
720	34	2916
496	34	2207
42	34	43
1991	34	1612
2011	35	285
2087	34	2038
99	34	620
641	14	2521
644	37	573
1413	12	1558
1962	12	1961
635	37	3055
2048	34	994
1520	21	2284
2131	34	658
2634	34	1062
2731	34	2731
1935	34	1936
1062	34	1943
1062	8	1062
435	34	1645
323	12	316
1946	34	2340
1206	12	3123
1589	8	644
2232	34	188
2408	12	2365
1650	34	863
505	6	327
560	34	2141
1038	0	1483
2591	34	2170
724	0	1469
2276	8	2277
1736	21	2105
2038	34	611
2910	8	2195
2871	34	2878
1749	34	626
2635	34	2343
1627	34	1592
2996	8	2998
924	34	919
1118	35	3
2971	23	1622
2683	8	64
641	8	388
165	38	2174
1761	34	707
508	34	1398
744	34	2343
616	34	615
3079	21	1945
2013	34	2011
985	8	983
1190	32	64
251	34	459
1742	34	373
1989	8	1992
1389	8	1388
2915	21	1967
1111	12	1111
75	21	189
1996	8	1995
2842	34	1181
2368	38	1619
2337	21	2685
533	33	892
943	21	2729
574	8	573
491	34	912
2967	34	2756
163	34	230
3113	34	950
802	34	633
1282	34	1650
2455	34	2583
3078	18	3072
277	34	2936
2064	34	660
1619	1	538
2928	34	693
509	21	2281
472	32	64
418	34	717
3037	37	1488
2546	34	2546
863	34	1650
1818	34	2563
2283	37	2285
742	12	746
2008	34	2773
1197	0	1655
1054	37	705
1957	33	837
2431	12	2365
2011	8	2011
1890	34	892
2248	34	948
2823	1	1967
998	34	2271
360	21	1734
3152	34	1167
2924	21	660
1167	0	315
2286	35	1078
1346	23	187
901	34	1650
2585	21	1117
2273	8	2313
2651	1	2977
1921	21	1197
2995	25	591
1087	19	1579
500	34	2169
2863	4	1619
1051	34	1052
1650	21	2938
3092	34	1616
2914	34	795
3116	21	520
2878	8	2871
904	34	2141
2611	34	395
554	34	1011
762	37	767
2264	34	1184
1870	21	481
708	8	708
838	21	2014
2725	34	2035
2461	8	2460
2009	34	1872
2902	34	2757
1891	34	1445
2725	14	862
1578	34	1302
592	34	188
2251	37	1494
1593	18	1018
883	34	1842
1418	34	2880
430	34	3
2138	34	248
2011	25	2368
424	34	721
2770	21	1867
254	34	1469
2180	34	2193
1342	34	1123
724	37	2396
2341	12	2340
1373	8	1374
1084	34	3167
686	23	2195
2213	34	2214
1559	21	1967
1445	37	646
376	34	791
2861	34	371
628	34	627
1229	8	2154
358	34	1274
1343	21	2180
812	34	803
708	21	781
600	35	583
18	34	17
1918	21	2729
2025	34	408
723	12	722
2752	34	793
2247	38	892
2272	34	1430
42	34	268
369	21	1650
416	12	900
599	35	1179
1645	34	1614
2940	34	1127
1388	18	974
2504	34	1129
1413	34	2907
266	34	218
1208	8	2753
1750	21	1602
51	34	230
459	21	1193
3105	0	1532
954	34	2898
1823	37	708
2413	8	2
3126	34	872
2898	32	2313
1475	34	1284
1185	12	1552
582	20	537
1584	34	2673
1502	34	792
883	37	37
2585	32	132
2768	34	1639
2788	34	350
2415	34	397
1174	0	2375
2787	34	1695
727	34	2296
101	21	99
1814	34	1813
1357	1	1983
79	34	3160
2679	3	520
2714	34	2713
2288	34	38
254	29	1327
2805	23	1197
1682	34	2090
1653	34	2150
1619	12	2853
2746	34	1735
2980	8	76
3056	19	1619
2716	20	656
2728	21	1650
872	4	872
296	12	295
2293	21	1842
359	34	2284
1249	34	2758
96	8	98
2463	34	2154
2619	34	2924
1254	18	1997
1241	34	867
3055	37	1256
2154	14	2159
2483	12	2405
2174	34	2479
86	34	1399
2771	34	1906
2111	1	417
3072	21	2837
3023	34	559
1967	34	943
394	21	1655
2166	34	1043
733	21	2729
614	34	3031
2720	21	2634
1644	8	1644
1653	34	2159
1613	8	1613
1211	34	1649
2745	21	1721
497	34	654
1766	23	2301
53	34	2970
476	39	1887
1274	34	719
620	34	1650
1007	12	1006
2679	1	2713
2077	21	872
3174	21	325
1957	34	2941
2147	34	2149
2047	34	920
1115	34	925
1062	34	717
1074	34	1841
2133	27	762
1960	8	1960
2729	34	3034
940	34	940
690	34	1375
1181	37	2321
774	8	773
1018	34	2347
1649	34	2604
2176	34	2174
2092	34	2090
2289	39	2288
1469	0	870
2399	8	2400
1771	14	2415
72	34	2087
2797	34	2796
1024	34	1236
2443	18	1146
2230	12	2229
688	34	2264
1168	34	281
2413	34	1765
2165	34	1445
509	8	510
2251	37	1705
1062	35	1062
2370	34	2386
2792	34	3171
2430	21	2856
3047	34	1660
2041	21	1039
640	34	72
827	21	943
2133	18	1256
2097	34	2092
62	8	61
1582	0	3178
2891	34	781
1062	19	3133
2631	19	2209
2184	34	1316
1650	34	2367
594	34	593
883	37	2014
2133	3	1750
348	34	2899
2941	34	768
1289	34	1713
1616	8	1616
2855	34	1649
591	16	2690
1340	33	1256
2494	12	1552
3057	8	3057
2293	34	1149
2139	34	2583
2818	14	862
411	34	1110
1972	34	1970
1680	0	1111
2311	8	2311
1652	8	1653
3160	34	1362
1572	34	2574
1024	34	2953
2223	34	2222
388	34	2598
80	34	1606
1649	34	315
2788	21	2789
1302	1	417
2479	34	689
1343	21	498
3172	34	1694
979	37	2426
1705	8	1705
900	34	1237
2154	21	2935
1137	34	2646
1764	21	720
1866	34	1043
1100	21	2359
1147	34	3131
721	21	2444
2513	39	2512
53	37	1269
2519	38	2879
1881	34	1883
351	34	649
290	20	2158
3070	34	64
2631	4	2828
2943	34	1119
1209	12	1913
844	21	2289
2251	34	912
1042	34	1071
2837	34	245
654	34	1362
886	34	3176
2678	3	2927
1808	35	1741
3123	34	1158
536	0	2713
842	34	3172
2745	34	1492
1657	21	2025
707	34	2444
2708	34	2692
2553	34	3185
2899	1	2520
1635	20	2465
1848	34	286
829	21	2629
2514	34	2029
2396	34	724
1922	8	1923
2334	34	2086
2153	12	2153
892	34	1136
2265	34	2093
2481	21	2675
2756	34	2320
1758	23	925
2321	34	1181
2080	34	3032
194	21	499
1359	18	1456
2982	29	1064
338	8	339
2000	34	2987
1571	34	1126
481	8	1024
2496	40	338
2059	21	2938
2679	1	1730
2604	34	2242
2602	34	1082
2852	12	101
1659	38	1619
2896	34	3165
1705	34	2454
2133	27	1374
1120	34	2458
2678	1	1393
1111	34	602
1816	0	2212
1331	34	2805
1122	34	1100
921	34	688
2926	34	1420
18	32	437
1193	12	1192
3176	34	1181
608	12	607
3163	34	2644
2133	27	1891
1352	18	135
635	34	892
2795	34	2284
3	8	2
1578	34	1991
2084	37	2563
285	34	1461
2246	21	925
1591	21	1490
2097	1	844
253	29	2586
2631	38	2209
3124	34	3131
513	8	511
189	34	2916
438	34	799
1622	8	2444
1730	34	805
2195	18	546
1355	8	1354
2827	34	345
1593	34	2577
47	34	226
1891	34	3142
1062	37	1683
1388	10	892
2729	34	2225
1132	8	3160
2481	34	2971
1441	37	807
585	34	1284
159	21	735
291	37	689
2218	0	1806
3078	34	687
1019	34	1214
1390	21	1382
2940	34	536
851	34	111
1181	34	1985
1940	34	1939
2128	34	2089
996	34	1263
361	34	2501
218	8	217
1857	12	1877
2147	39	1653
1087	34	411
3111	34	2154
2161	34	342
2230	12	697
393	34	394
1946	38	1775
2713	34	863
1302	3	1360
67	32	1646
3200	21	2660
2041	34	1039
274	34	242
2678	1	609
18	34	1864
2543	34	1695
469	34	2088
2731	0	883
198	21	3031
1535	34	1534
1672	34	1671
286	21	36
2708	34	1868
186	12	187
206	34	2687
660	34	1256
2521	34	2254
1751	8	459
2032	34	376
2063	34	1058
2769	32	2770
1034	34	1045
3200	34	1016
2013	40	2011
113	21	2023
2713	14	579
1736	8	1735
1426	34	1426
2141	34	2018
647	34	704
3185	1	2296
795	34	794
2897	34	2729
5	21	845
1800	21	2938
690	34	646
837	34	3045
3138	35	67
598	34	599
1596	19	986
1858	21	1442
1197	34	2729
1807	34	1990
1645	34	1458
689	35	2625
2011	0	556
2693	34	2893
1062	34	2971
2484	37	2916
1054	37	3170
2884	34	2884
1961	34	664
325	21	2402
1022	34	2863
42	37	2252
1845	34	2631
2755	34	2756
2153	34	2153
2898	38	359
2481	12	2481
61	34	1682
665	34	587
1892	34	448
2025	34	2133
573	0	2261
278	21	1299
1338	34	1330
2349	34	2165
1869	8	1868
1762	34	892
1062	34	79
1883	7	966
892	34	30
2729	21	223
1293	39	1294
1105	1	3172
2802	34	1718
1802	8	1787
1527	34	1812
1475	27	788
3023	34	559
1535	34	2995
2051	34	872
277	21	1709
162	34	487
894	12	1691
1588	8	1288
1256	0	1256
2841	34	469
2184	34	591
698	34	1638
2612	34	851
2641	32	1010
2605	34	2612
2700	34	1967
649	1	3125
2916	34	1430
1297	34	1281
2129	34	1650
3187	0	657
2141	34	2773
2654	34	1257
2288	34	1573
2287	34	177
1163	12	1552
2678	1	1274
3131	34	994
654	1	2756
2330	34	2655
2749	8	2748
1239	34	2195
2447	34	2438
1312	34	2770
490	8	2330
583	39	585
413	0	3012
1256	34	2953
1711	8	1711
2302	34	2304
2846	34	1497
2133	18	1439
274	34	1998
3182	34	618
988	12	1552
2193	34	366
1445	34	1181
1734	14	3034
563	34	2682
930	34	929
2817	33	2756
1233	39	1232
2539	21	2284
1883	18	600
1849	34	3078
2824	34	1237
2300	34	726
1135	12	1426
1824	34	3144
621	1	1905
1801	0	1697
898	21	2133
2963	34	1967
2729	34	2729
799	34	1826
573	34	2260
1261	21	2025
724	37	1062
1516	34	1060
188	34	59
1673	12	1558
1394	34	912
612	34	943
1430	1	375
1578	34	721
520	8	515
2133	27	2250
2442	34	3172
1569	34	1280
2101	21	793
1973	21	732
1417	12	1414
1497	1	746
974	34	2941
1082	34	1119
2406	12	2405
2657	12	2655
583	12	81
2788	34	2583
1411	34	846
3093	34	3093
16	12	1423
1143	12	3
1287	34	2038
1071	34	2340
1806	0	1174
277	34	276
600	35	122
1667	34	1136
973	34	972
2639	34	556
1184	0	3188
3172	34	1082
0	34	1650
1508	40	1507
1862	34	1861
322	39	323
1387	12	1559
1911	34	2021
2678	3	2335
671	13	3095
749	34	2086
2376	21	50
2550	12	2800
3174	18	835
253	23	2481
568	34	1613
1683	34	977
1850	21	2284
648	38	892
1018	35	250
2685	34	2724
726	35	1362
3176	34	2756
1028	34	1370
1256	33	2553
1082	34	1097
1622	37	2240
562	34	3131
376	21	838
1613	34	690
1647	18	1998
1485	12	1563
2846	34	600
220	34	95
1316	34	1123
2564	34	2301
1619	4	1256
1458	34	1459
2788	1	2240
2679	3	135
1496	34	1146
1645	19	1500
2595	34	1256
219	34	2780
2679	3	793
2690	35	1042
1532	0	3105
1645	21	2681
294	0	1018
382	34	1081
1047	34	2225
378	38	892
2154	1	1385
253	38	459
20	34	21
3172	34	1709
82	34	2729
1516	34	1619
1516	34	1808
649	34	2116
695	34	2151
1459	34	2330
2364	8	2480
1894	34	1967
1582	37	2614
718	34	72
2747	8	2747
1203	34	1671
2110	34	2109
277	37	327
233	34	233
1971	34	1519
1045	12	2892
2067	38	592
1730	35	1730
2284	34	411
713	34	67
856	34	943
2593	34	2481
736	8	1155
1650	34	1380
1123	21	2458
3128	3	2750
1149	0	2375
2356	34	928
2780	34	3015
3133	34	1281
1057	8	1056
1167	0	315
294	34	1682
1644	21	65
1579	34	2070
1704	34	1385
1203	38	2011
2011	34	36
398	34	397
1553	34	2200
1024	34	2751
3061	34	3062
799	12	2046
2908	32	3179
3202	34	3203
2750	37	2646
2233	34	478
1274	34	3086
1407	0	1414
2273	34	2898
2506	34	358
2586	34	2586
2011	21	2687
154	34	2730
290	34	3058
644	34	2880
1087	8	1087
1376	12	1691
2408	12	1448
1939	34	216
358	34	2261
2946	34	351
2293	34	56
2104	34	2103
666	34	2246
688	0	1184
1062	8	1062
88	34	1105
1343	34	2395
2189	8	2188
868	34	1302
2245	34	2756
178	34	1181
2	34	1065
1192	18	1180
1047	8	1046
2884	34	736
3174	21	2700
2612	0	600
2700	34	2583
1093	21	2136
2606	34	652
26	34	230
1180	18	644
1181	2	1182
2408	34	1448
1215	18	1519
3111	21	592
1249	37	1181
1236	34	831
1828	34	997
419	1	2756
2441	34	2362
2839	34	2838
2442	34	976
1329	21	2133
2008	34	274
870	34	2721
363	34	498
1255	34	1767
940	8	939
2910	21	2195
1087	34	1101
2679	1	1941
3157	34	913
1998	34	1623
1701	12	1702
1750	34	1705
1702	21	1785
3169	34	1097
1957	34	2627
2275	0	143
3088	37	673
2220	34	2221
797	8	798
993	34	943
3099	34	3130
0	34	23
961	34	2673
1302	34	2467
1750	34	846
646	34	1181
37	35	33
2133	27	2551
1195	37	1069
872	12	982
2801	12	2800
2437	0	825
318	34	248
2200	34	1619
1968	34	2730
1989	35	67
2795	34	838
790	34	3069
2277	34	1016
1134	34	1135
1359	34	2520
77	37	1775
2242	34	950
1062	34	1579
2101	34	2756
727	34	221
158	34	2581
254	8	254
962	34	1270
1302	21	345
1522	34	2725
1786	34	498
1260	34	230
859	34	2690
2219	34	2949
2670	34	3111
290	21	689
559	38	1043
1680	0	1111
644	34	130
1812	21	1967
2261	35	2281
871	34	569
2619	0	840
734	8	532
1616	34	660
2525	8	2525
872	34	3131
1422	34	1461
1394	34	1540
1111	34	2025
2311	8	2310
2207	3	2200
459	35	459
2444	34	904
993	8	1674
3096	34	2318
1433	34	2296
2791	34	994
224	0	1467
2486	8	1181
2596	34	3085
2766	34	773
3082	12	2033
459	14	269
2235	34	387
1124	34	580
2011	21	1842
934	34	656
729	34	2769
485	38	2255
838	34	1183
1117	17	2096
2856	37	622
100	37	2541
1518	34	1274
1671	34	1426
1626	12	1624
133	8	134
227	21	1011
1961	37	1962
459	35	459
2477	0	2670
3059	34	1311
299	21	1273
2688	8	2688
547	34	555
2367	37	646
1302	34	781
731	34	2358
2713	34	2583
1494	21	2251
2977	34	2990
2563	34	1574
3172	34	1181
343	18	3148
2048	0	940
3	8	2
2263	34	531
